Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
496,Male,40,Married,3,Graduate,Employed,Freelancer,Own,Urban,146200,3114,849,2,35160,25963,0,22151,133,Home,14.22,Secured,Yes,4,9,0.69,1
497,Female,43,Married,1,Postgraduate,Employed,Freelancer,Rent,Urban,89748,2936,718,1,49944,5548,0,26414,39,Home,5.27,Secured,No,4,15,0.49,1
498,Female,46,Single,1,High School,Employed,Professional,Own,Suburban,107662,3029,737,2,43919,11372,0,20669,238,Vehicle,11.08,Unsecured,No,2,10,0.51,0
499,Female,21,Single,2,Graduate,Self-Employed,Freelancer,Own,Urban,62190,4407,425,1,13780,7105,0,12364,17,Education,13.03,Unsecured,No,7,29,0.5,0
500,Male,30,Married,3,High School,Employed,Salaried,Own,Urban,52251,2187,397,2,13108,16715,1,19289,62,Home,9.55,Secured,No,1,21,0.13,0
501,Female,42,Single,1,Graduate,Employed,Business,Own,Suburban,134507,3435,759,0,33248,24968,1,28337,118,Home,8.92,Unsecured,Yes,7,17,0.61,1
502,Male,37,Divorced,2,Postgraduate,Employed,Freelancer,Own,Urban,135230,3174,749,2,40156,4991,0,30962,224,Vehicle,11.43,Unsecured,Yes,8,11,0.11,1
503,Male,36,Married,3,Postgraduate,Employed,Professional,Rent,Suburban,87709,4117,755,0,5361,25703,1,20251,85,Personal,10.96,Unsecured,No,3,9,0.7,1
504,Female,36,Married,2,High School,Self-Employed,Business,Rent,Suburban,67327,3113,465,1,32886,16264,0,5676,96,Personal,10.81,Unsecured,No,6,16,0.3,0
505,Male,41,Single,1,Postgraduate,Employed,Business,Other,Rural,127341,1263,794,2,39126,21237,0,23631,41,Vehicle,11.68,Unsecured,No,0,15,0.86,1
506,Male,34,Divorced,2,Graduate,Employed,Freelancer,Own,Rural,109905,3890,798,0,14995,1345,0,20789,196,Education,12.86,Secured,No,6,27,0.58,1
507,Male,24,Married,1,Graduate,Self-Employed,Salaried,Rent,Suburban,33158,2168,378,0,1155,3118,0,7832,81,Education,6.02,Unsecured,No,2,27,0.15,0
508,Male,38,Single,2,Graduate,Employed,Professional,Own,Urban,39095,1789,401,1,6254,1842,0,8105,185,Home,12.08,Unsecured,No,8,9,0.79,0
509,Male,63,Married,1,Graduate,Employed,Salaried,Own,Urban,28116,2209,523,0,47489,5778,0,8351,34,Personal,8.46,Unsecured,No,4,19,0.89,1
510,Male,56,Single,3,Graduate,Self-Employed,Professional,Own,Suburban,27050,3813,547,2,39989,21738,0,6747,197,Education,11.31,Secured,Yes,6,14,0.36,0
511,Male,45,Married,0,High School,Unemployed,Business,Own,Urban,147799,1020,779,2,39395,18734,1,24460,71,Personal,9.61,Unsecured,No,1,27,0.64,1
512,Male,25,Single,0,Postgraduate,Self-Employed,Freelancer,Own,Suburban,106438,4778,842,0,3207,25026,1,27891,209,Vehicle,4.35,Secured,No,5,17,0.49,1
513,Male,31,Married,3,Postgraduate,Self-Employed,Freelancer,Own,Suburban,22894,2863,585,0,23463,16677,0,6693,234,Vehicle,7.25,Unsecured,No,6,22,0.25,1
514,Male,20,Married,1,High School,Employed,Business,Other,Urban,30042,4839,411,2,23103,23656,0,10458,105,Home,10.42,Secured,Yes,6,5,0.79,0
515,Female,33,Single,3,Graduate,Self-Employed,Business,Rent,Suburban,87916,859,711,1,13916,5612,0,24951,148,Home,11.21,Secured,Yes,7,14,0.85,1
516,Female,35,Married,2,Postgraduate,Employed,Freelancer,Rent,Urban,136723,4041,846,2,36543,3180,0,23589,238,Home,13.6,Unsecured,Yes,0,19,0.4,1
517,Male,47,Divorced,0,High School,Employed,Freelancer,Rent,Urban,103559,3010,710,1,38249,25595,1,21111,34,Home,12.04,Unsecured,Yes,5,23,0.41,1
518,Male,47,Married,3,Postgraduate,Unemployed,Business,Rent,Urban,63112,3115,561,2,33089,9119,0,11091,190,Vehicle,5.36,Secured,No,9,12,0.09,0
519,Female,64,Single,2,Graduate,Employed,Freelancer,Own,Suburban,64942,1166,536,1,4791,22758,0,16892,93,Education,10.68,Secured,No,5,24,0.96,0
520,Male,47,Divorced,3,High School,Employed,Professional,Rent,Suburban,64199,4988,807,1,530,4019,0,20000,222,Vehicle,3.59,Secured,Yes,6,13,0.93,1
521,Male,29,Married,1,Postgraduate,Employed,Business,Rent,Urban,87390,4217,821,0,10922,3720,0,23269,116,Home,4.58,Secured,Yes,9,16,0.7,1
522,Female,43,Divorced,2,Graduate,Employed,Salaried,Own,Urban,98072,1307,707,0,19520,13861,1,23825,136,Home,12.35,Secured,No,3,29,0.16,1
523,Female,43,Married,3,High School,Unemployed,Freelancer,Other,Rural,53750,3043,365,2,48294,10977,0,14695,239,Personal,14.33,Secured,No,0,16,0.67,0
524,Female,21,Single,1,High School,Unemployed,Freelancer,Rent,Urban,30429,1869,421,0,38641,17258,0,10361,130,Personal,13.19,Secured,No,3,28,0.06,0
525,Male,69,Married,2,Graduate,Employed,Professional,Rent,Urban,59328,2314,473,2,47483,9553,0,17136,88,Home,8.73,Secured,No,5,25,0.2,0
526,Female,37,Married,3,High School,Unemployed,Salaried,Own,Suburban,72911,4049,838,2,2118,4500,0,21680,29,Home,12.38,Secured,No,4,13,0.49,1
527,Female,30,Married,2,Postgraduate,Employed,Freelancer,Own,Suburban,75847,2230,719,1,26735,20034,0,22251,22,Home,5.49,Secured,Yes,4,15,0.86,1
528,Female,46,Married,3,Postgraduate,Unemployed,Business,Rent,Suburban,108868,2155,788,2,16292,12277,0,27672,203,Home,13.06,Unsecured,No,9,6,0.25,1
529,Male,31,Divorced,2,High School,Unemployed,Salaried,Rent,Rural,121665,623,764,2,35257,3457,0,24208,148,Education,7.14,Secured,Yes,2,10,0.21,1
530,Female,33,Single,3,Postgraduate,Employed,Freelancer,Other,Suburban,64806,4036,432,2,42239,11585,0,18922,120,Home,8.11,Unsecured,No,1,26,0.84,0
531,Female,25,Married,0,High School,Unemployed,Salaried,Rent,Urban,20190,1680,469,1,42121,9074,0,6773,215,Personal,11.58,Secured,Yes,1,29,0.68,1
532,Male,42,Single,1,High School,Unemployed,Professional,Rent,Suburban,32639,3276,429,1,8356,28553,0,7864,39,Vehicle,14.77,Secured,No,4,15,0.22,1
533,Male,41,Single,3,High School,Self-Employed,Professional,Rent,Urban,44654,3610,306,1,33007,19903,0,12265,172,Vehicle,6.54,Secured,No,4,21,0.07,0
534,Male,33,Divorced,3,High School,Self-Employed,Freelancer,Own,Urban,94938,718,810,1,48638,2388,0,25933,141,Personal,5.92,Secured,No,4,26,0.63,0
535,Male,58,Married,0,Postgraduate,Employed,Freelancer,Other,Urban,62942,791,527,1,12114,14578,0,15964,219,Personal,9.34,Unsecured,No,7,28,0.96,1
536,Male,68,Single,2,Graduate,Employed,Salaried,Rent,Suburban,37516,1466,494,2,8794,20178,0,12211,61,Home,7.2,Secured,Yes,0,5,0.56,0
537,Male,68,Married,3,Graduate,Self-Employed,Business,Own,Urban,28804,1591,324,2,46579,6169,1,5973,142,Personal,7.18,Secured,No,5,17,0.81,0
538,Male,45,Single,0,Graduate,Employed,Professional,Own,Urban,94225,1012,732,2,31940,13534,0,24212,168,Education,3.61,Secured,Yes,0,5,0.09,0
539,Female,35,Single,2,Postgraduate,Unemployed,Business,Other,Urban,89565,2172,762,2,8150,8622,0,25287,237,Personal,7.67,Secured,Yes,7,26,0.54,1
540,Female,40,Single,1,Graduate,Unemployed,Business,Own,Urban,135023,1177,799,2,28021,24408,0,31017,218,Vehicle,3.73,Secured,Yes,7,20,0.54,1
541,Male,58,Single,2,Graduate,Unemployed,Freelancer,Own,Urban,64821,1339,590,0,42219,24034,1,7211,28,Home,4.82,Unsecured,No,9,17,0.73,1
542,Female,39,Married,1,Graduate,Employed,Professional,Own,Urban,127135,1593,777,1,46692,15296,1,29487,81,Home,11.7,Unsecured,Yes,5,15,0.61,1
543,Female,35,Married,0,Graduate,Unemployed,Professional,Rent,Urban,59015,4461,733,0,28454,5382,1,20000,94,Personal,4.43,Unsecured,Yes,1,15,0.91,1
544,Male,32,Married,0,High School,Employed,Freelancer,Rent,Urban,53880,4536,730,1,2293,15640,0,20000,43,Personal,6.33,Secured,Yes,4,17,0.15,1
545,Female,27,Single,0,Graduate,Unemployed,Business,Rent,Rural,70273,3926,731,0,48174,12514,0,20686,192,Education,9.02,Secured,Yes,3,11,0.9,0
546,Female,38,Divorced,2,High School,Unemployed,Business,Own,Urban,115174,711,716,0,44984,10032,0,29682,182,Education,10.71,Unsecured,No,1,15,0.72,0
547,Female,30,Married,2,Graduate,Self-Employed,Freelancer,Own,Urban,51928,3047,845,2,37702,6771,0,20000,234,Home,9.1,Secured,Yes,3,18,0.2,1
548,Female,29,Married,2,Postgraduate,Employed,Professional,Own,Urban,61253,3709,844,1,25654,17501,0,20000,96,Vehicle,4.27,Unsecured,No,6,29,0.75,1
549,Female,35,Married,3,High School,Unemployed,Professional,Own,Urban,139731,1953,721,2,16847,13494,0,28335,25,Home,4.25,Secured,Yes,1,7,0.73,1
550,Female,45,Married,0,Graduate,Employed,Freelancer,Own,Urban,62914,803,568,1,20790,15527,1,14234,137,Vehicle,7.84,Secured,Yes,8,24,0.27,0
551,Female,34,Single,1,Graduate,Employed,Salaried,Rent,Suburban,116381,1044,734,2,46577,26700,0,32561,53,Home,9.13,Unsecured,No,0,10,0.98,0
552,Male,69,Single,1,High School,Employed,Salaried,Rent,Suburban,34415,1227,378,0,6961,15952,0,10828,167,Personal,6.0,Secured,No,2,10,0.01,0
553,Male,35,Married,1,Postgraduate,Employed,Salaried,Other,Urban,92085,2463,760,2,12590,11891,0,24850,66,Home,12.97,Unsecured,No,9,29,0.7,1
554,Female,30,Single,1,Graduate,Unemployed,Professional,Own,Suburban,136426,4234,807,2,47072,21116,0,24350,208,Personal,10.64,Unsecured,Yes,9,8,0.47,1
555,Female,57,Single,3,Postgraduate,Self-Employed,Salaried,Own,Urban,52649,3829,348,0,6989,532,0,10393,167,Home,5.61,Secured,Yes,6,17,0.72,0
556,Male,48,Married,1,Graduate,Employed,Professional,Own,Suburban,50576,4610,704,1,11096,492,0,20000,231,Vehicle,7.72,Unsecured,No,3,20,0.46,1
557,Female,38,Married,2,High School,Employed,Business,Own,Rural,128458,4350,804,0,3165,4584,0,24032,69,Education,8.9,Secured,No,9,23,0.49,1
558,Male,37,Single,0,Postgraduate,Employed,Professional,Own,Urban,75988,4759,747,0,16683,5261,0,20889,230,Vehicle,7.63,Secured,No,1,6,0.76,1
559,Female,52,Single,3,Graduate,Employed,Business,Own,Urban,29242,1077,476,0,18606,17610,0,5168,84,Personal,7.62,Secured,No,6,28,0.09,0
560,Female,30,Divorced,2,Postgraduate,Employed,Professional,Rent,Urban,74022,4740,771,0,27538,15535,0,21288,229,Home,10.0,Secured,Yes,4,26,0.47,1
561,Male,66,Single,1,High School,Unemployed,Business,Rent,Urban,68854,3400,319,0,46210,18198,1,24944,55,Vehicle,4.94,Unsecured,Yes,5,5,0.91,0
562,Male,25,Married,2,Graduate,Employed,Professional,Own,Urban,70297,990,738,1,21248,5399,0,20079,213,Personal,5.1,Unsecured,Yes,1,25,0.25,1
563,Female,35,Single,3,Graduate,Self-Employed,Freelancer,Own,Urban,142510,766,786,0,34074,15591,0,25844,133,Personal,12.14,Secured,Yes,7,17,0.6,1
564,Female,25,Single,2,High School,Self-Employed,Professional,Rent,Rural,141589,2941,768,0,23025,8266,1,30149,48,Personal,12.93,Secured,Yes,6,14,0.3,1
565,Male,49,Divorced,0,Graduate,Self-Employed,Professional,Own,Urban,102116,4163,724,0,13257,10359,1,26044,223,Vehicle,8.11,Unsecured,Yes,8,5,0.62,1
566,Female,38,Married,0,High School,Self-Employed,Professional,Own,Urban,119620,1258,796,2,24998,2348,0,33988,233,Home,9.43,Unsecured,No,6,14,0.57,1
567,Female,33,Married,1,Graduate,Self-Employed,Salaried,Own,Rural,111346,3243,708,0,9613,16721,0,28666,95,Education,5.1,Secured,No,0,23,0.48,1
568,Female,34,Married,3,Graduate,Self-Employed,Freelancer,Rent,Urban,63368,4346,813,1,34638,5341,1,20000,75,Home,4.18,Secured,No,4,12,0.43,0
569,Male,29,Married,1,High School,Unemployed,Salaried,Own,Urban,48254,2415,465,2,20906,10031,0,18005,192,Vehicle,14.51,Unsecured,Yes,4,10,0.48,1
570,Female,45,Married,1,High School,Employed,Business,Own,Urban,110079,3634,772,2,5643,24946,0,27879,84,Education,14.64,Secured,No,8,27,0.94,1
571,Male,47,Divorced,1,Graduate,Unemployed,Professional,Own,Urban,61410,4123,754,0,30611,7766,0,20000,149,Vehicle,9.11,Unsecured,Yes,5,21,0.13,1
572,Female,53,Single,0,Graduate,Employed,Freelancer,Own,Suburban,21703,4978,332,0,43302,14526,0,5017,148,Home,10.32,Secured,No,2,27,0.77,0
573,Female,42,Married,2,Graduate,Employed,Freelancer,Rent,Urban,109483,869,745,2,9111,26975,0,24545,13,Personal,12.94,Unsecured,No,6,18,0.97,1
574,Female,35,Married,2,High School,Employed,Salaried,Other,Suburban,110155,3806,728,2,13874,333,0,26416,214,Education,7.6,Unsecured,No,2,20,0.22,1
575,Female,39,Divorced,3,Graduate,Employed,Professional,Rent,Urban,29575,3762,376,2,10226,19074,0,5895,231,Home,10.6,Secured,Yes,6,25,0.36,0
576,Male,33,Married,3,Graduate,Employed,Professional,Own,Suburban,66692,841,382,0,7637,22215,1,22399,167,Home,4.83,Unsecured,Yes,4,27,0.56,0
577,Male,42,Married,0,Graduate,Self-Employed,Professional,Other,Urban,69627,3824,778,1,43267,9079,0,20630,93,Personal,6.13,Secured,Yes,4,20,0.16,1
578,Female,24,Single,2,Postgraduate,Unemployed,Salaried,Own,Urban,28337,2058,485,2,30712,11861,0,8486,36,Home,12.31,Unsecured,Yes,8,7,0.1,0
579,Female,44,Single,3,Postgraduate,Self-Employed,Professional,Own,Rural,147344,4706,740,2,36732,29043,0,22254,202,Personal,10.12,Secured,Yes,4,5,0.43,1
580,Female,28,Divorced,3,High School,Unemployed,Professional,Own,Suburban,107615,4439,811,0,33950,23573,0,28948,90,Education,11.94,Secured,No,6,8,0.83,1
581,Male,26,Divorced,3,Graduate,Employed,Salaried,Rent,Suburban,107519,4021,756,2,29547,29361,0,26033,46,Home,6.5,Unsecured,Yes,2,11,0.91,1
582,Female,26,Single,1,High School,Employed,Freelancer,Rent,Urban,69826,1695,592,1,10083,4965,0,27156,219,Education,7.3,Secured,No,7,26,0.16,0
583,Male,36,Married,3,Graduate,Unemployed,Business,Own,Suburban,69967,1002,818,2,1807,2258,1,20812,102,Home,8.31,Secured,Yes,5,9,0.95,1
584,Male,43,Single,1,Graduate,Employed,Business,Own,Suburban,132891,4618,833,0,34223,22968,0,33624,227,Home,7.38,Unsecured,No,9,19,0.29,1
585,Female,46,Single,0,High School,Employed,Professional,Own,Urban,65694,2106,721,0,31302,18685,0,20000,29,Home,12.57,Secured,Yes,2,11,0.01,1
586,Male,33,Married,0,High School,Employed,Business,Other,Urban,61314,4103,761,0,21336,24323,1,20000,196,Education,14.51,Secured,No,8,6,0.31,1
587,Female,48,Married,1,Graduate,Unemployed,Business,Own,Urban,108316,2889,804,0,8494,28524,0,26408,214,Home,3.57,Unsecured,Yes,3,11,0.49,1
588,Male,49,Single,3,Postgraduate,Employed,Business,Own,Rural,126000,2244,772,0,47754,28320,1,26449,204,Home,5.16,Secured,No,8,8,0.38,1
589,Female,47,Married,0,Graduate,Self-Employed,Salaried,Own,Urban,136664,4665,800,2,8541,28168,0,22319,102,Home,11.08,Unsecured,No,6,17,0.07,1
590,Male,49,Single,3,High School,Self-Employed,Professional,Own,Rural,94697,1517,793,0,49235,7392,0,21267,34,Vehicle,12.11,Unsecured,No,4,28,0.26,1
591,Female,34,Married,0,Graduate,Self-Employed,Salaried,Other,Rural,130136,2648,724,0,37968,13451,0,30950,42,Education,11.27,Secured,Yes,4,25,0.87,1
592,Male,33,Married,1,High School,Employed,Freelancer,Own,Urban,89772,4342,747,2,2893,4626,1,25546,92,Education,12.56,Secured,No,2,11,0.59,1
593,Male,29,Married,0,High School,Employed,Freelancer,Rent,Suburban,84451,739,803,1,35727,4194,0,20090,55,Home,5.61,Secured,No,9,10,0.52,0
594,Female,47,Single,0,Graduate,Self-Employed,Salaried,Own,Urban,69163,650,837,2,23731,3564,0,20133,147,Home,4.34,Secured,Yes,8,15,0.29,1
595,Female,50,Married,3,High School,Unemployed,Professional,Rent,Urban,67805,2129,370,1,26452,14913,0,27094,204,Personal,4.85,Unsecured,No,0,8,0.01,0
596,Male,40,Divorced,2,Graduate,Self-Employed,Business,Own,Urban,86038,2495,750,1,40106,28870,1,21395,84,Home,6.47,Secured,Yes,8,9,0.03,1
597,Male,47,Single,3,Graduate,Employed,Freelancer,Own,Urban,73882,2693,794,0,42283,25153,1,20808,129,Education,6.71,Secured,Yes,1,19,0.73,1
598,Male,33,Married,3,Postgraduate,Employed,Freelancer,Own,Rural,97766,2244,745,1,41495,2981,0,29178,119,Education,10.63,Secured,Yes,7,15,0.36,1
599,Male,29,Single,3,High School,Employed,Professional,Own,Urban,149285,3354,733,0,47174,6274,0,39619,30,Home,12.94,Unsecured,Yes,1,10,0.58,1
600,Male,28,Married,0,High School,Employed,Professional,Rent,Suburban,113246,988,802,2,697,3293,0,24049,120,Vehicle,13.78,Secured,No,8,6,0.8,1
601,Female,29,Single,2,Postgraduate,Employed,Freelancer,Own,Suburban,79262,945,748,1,48399,5328,0,21195,73,Education,11.08,Unsecured,No,4,8,0.18,1
602,Male,28,Single,2,High School,Unemployed,Business,Other,Urban,79966,1155,826,0,9140,29532,0,22072,201,Home,12.15,Unsecured,Yes,1,6,0.81,1
603,Male,49,Single,2,Graduate,Self-Employed,Professional,Rent,Rural,79962,852,772,1,47602,22923,1,21419,235,Vehicle,6.97,Unsecured,No,5,11,0.27,1
604,Male,38,Single,0,Graduate,Employed,Freelancer,Own,Rural,63241,752,726,1,3749,19504,1,20000,218,Personal,6.21,Secured,Yes,5,23,0.02,1
605,Male,32,Married,0,Graduate,Unemployed,Freelancer,Own,Suburban,126238,2722,784,2,1564,11721,0,28771,166,Education,10.3,Unsecured,Yes,3,7,0.05,1
606,Female,37,Married,1,Graduate,Unemployed,Salaried,Own,Suburban,83785,2440,726,0,39300,7429,0,23776,216,Home,12.09,Unsecured,No,5,10,0.15,1
607,Female,45,Married,3,Graduate,Employed,Professional,Own,Urban,136337,896,740,1,7131,11761,1,37302,200,Education,12.02,Secured,No,2,13,0.58,1
608,Male,35,Married,1,Graduate,Employed,Business,Own,Urban,72100,4590,847,1,18384,3431,0,20092,91,Personal,7.91,Unsecured,Yes,6,11,0.45,1
609,Male,45,Married,2,Graduate,Employed,Professional,Rent,Suburban,116884,4459,742,1,10281,14751,0,22241,94,Home,5.51,Unsecured,Yes,2,17,0.22,1
610,Male,45,Single,1,Graduate,Employed,Professional,Rent,Suburban,127475,3881,800,0,49041,22048,0,29625,223,Personal,7.53,Secured,No,8,11,0.8,1
611,Male,47,Married,3,High School,Employed,Salaried,Rent,Urban,56622,1661,799,2,42611,15232,0,20000,101,Education,13.67,Secured,No,4,29,0.96,0
612,Female,45,Married,1,Graduate,Self-Employed,Salaried,Own,Urban,68398,1267,387,0,1588,10105,1,20212,139,Home,5.08,Secured,Yes,0,16,0.7,1
613,Female,38,Divorced,1,Graduate,Self-Employed,Salaried,Own,Urban,122797,2201,701,2,21411,5011,0,28550,147,Home,8.26,Secured,No,9,10,0.31,1
614,Female,34,Single,2,High School,Self-Employed,Business,Own,Urban,99628,1783,732,2,23879,24544,0,27130,16,Personal,14.1,Unsecured,No,0,6,0.33,0
615,Male,24,Married,1,High School,Self-Employed,Professional,Other,Urban,61730,4241,507,1,14891,28661,1,16221,25,Education,11.12,Unsecured,Yes,5,27,0.79,0
616,Male,68,Single,3,Graduate,Employed,Business,Rent,Suburban,43651,4489,505,0,32471,18340,0,10959,152,Vehicle,12.64,Secured,Yes,6,12,0.46,0
617,Male,41,Single,0,Graduate,Employed,Freelancer,Own,Urban,124494,1796,758,0,29124,2511,0,26855,203,Home,9.9,Unsecured,Yes,1,13,0.19,1
618,Male,48,Married,2,Postgraduate,Unemployed,Business,Own,Urban,78972,710,713,0,33475,17980,0,20921,222,Home,13.82,Unsecured,No,2,13,0.35,1
619,Female,43,Single,3,Graduate,Employed,Salaried,Rent,Urban,31641,1775,329,0,44344,3763,0,7292,159,Home,6.93,Unsecured,Yes,7,21,0.92,0
620,Male,53,Divorced,2,High School,Employed,Salaried,Rent,Urban,67386,3083,505,2,4624,19085,0,26428,69,Home,10.65,Secured,Yes,8,18,0.33,0
621,Male,44,Married,2,Graduate,Employed,Professional,Own,Suburban,88436,3792,704,2,21987,25478,0,23520,178,Vehicle,10.75,Secured,Yes,5,24,0.47,1
622,Female,49,Single,1,Postgraduate,Unemployed,Freelancer,Rent,Suburban,93904,2612,805,0,48035,14360,0,22592,113,Home,8.47,Secured,Yes,2,16,0.23,1
623,Male,38,Single,0,Graduate,Unemployed,Business,Other,Urban,68046,2513,802,2,29753,3737,0,20389,171,Vehicle,12.42,Unsecured,No,1,15,0.74,1
624,Male,47,Married,2,Graduate,Employed,Business,Own,Urban,148385,1716,741,2,25062,2915,1,29375,27,Personal,6.79,Secured,No,7,29,0.68,0
625,Male,36,Single,2,Postgraduate,Self-Employed,Salaried,Own,Suburban,70505,3984,761,0,6160,17587,0,20970,204,Home,4.91,Secured,No,0,18,0.85,0
626,Male,35,Single,3,High School,Employed,Business,Own,Urban,103019,1328,817,0,11148,20064,0,20195,190,Home,4.02,Unsecured,No,3,14,0.72,1
627,Female,47,Single,1,Postgraduate,Employed,Professional,Rent,Urban,84993,1951,801,0,39670,14766,0,23227,176,Personal,8.57,Secured,No,8,19,0.3,1
628,Female,41,Single,0,High School,Unemployed,Professional,Own,Suburban,23227,1309,387,1,21170,28491,0,8509,235,Education,9.51,Secured,Yes,7,10,0.24,0
629,Male,25,Single,3,High School,Employed,Professional,Rent,Urban,84929,784,804,2,14596,1174,0,22522,104,Home,5.55,Unsecured,No,0,23,0.37,1
630,Female,33,Married,2,Graduate,Unemployed,Professional,Own,Suburban,138399,945,761,2,5877,22847,0,26672,31,Home,6.32,Secured,No,5,16,0.62,1
631,Male,44,Married,2,High School,Self-Employed,Business,Own,Urban,29573,4174,362,1,12374,24978,1,9423,186,Home,9.82,Secured,No,9,5,0.73,0
632,Female,18,Divorced,0,Graduate,Employed,Salaried,Own,Rural,24114,1158,314,2,37127,5246,0,8620,119,Home,4.42,Secured,Yes,9,24,0.26,0
633,Female,34,Single,1,Graduate,Self-Employed,Professional,Rent,Suburban,144556,4997,736,2,42127,25441,0,28076,217,Vehicle,5.33,Secured,Yes,6,24,0.26,1
634,Female,35,Single,0,Graduate,Unemployed,Salaried,Rent,Suburban,79101,2924,836,2,9213,6716,0,22023,192,Home,4.52,Secured,Yes,6,14,0.26,1
635,Male,29,Single,1,High School,Self-Employed,Freelancer,Rent,Urban,137976,2997,832,2,44667,28841,0,20551,72,Home,13.59,Secured,Yes,8,28,0.13,1
636,Male,33,Single,3,Graduate,Employed,Salaried,Own,Urban,97208,923,771,0,38421,8059,1,25838,50,Home,6.66,Unsecured,No,1,12,0.77,1
637,Male,27,Married,2,Graduate,Employed,Salaried,Own,Suburban,122676,1182,750,1,39244,23586,0,23007,35,Personal,13.54,Secured,Yes,0,23,0.25,1
638,Male,26,Married,2,Graduate,Employed,Salaried,Rent,Urban,99950,671,831,1,20,6591,0,26650,211,Education,9.37,Secured,No,6,27,0.5,0
639,Female,42,Single,2,High School,Employed,Professional,Other,Urban,129441,2718,707,0,17288,13043,0,23375,233,Home,13.77,Secured,Yes,0,14,0.44,1
640,Female,38,Married,2,High School,Employed,Salaried,Rent,Urban,110791,562,752,1,19686,4874,0,29148,73,Home,8.26,Secured,No,2,17,0.86,1
641,Male,47,Married,0,Postgraduate,Unemployed,Freelancer,Rent,Urban,148313,4813,704,1,16649,17898,0,22638,197,Education,9.0,Secured,No,7,7,0.8,1
642,Female,29,Married,2,High School,Employed,Salaried,Own,Urban,142358,1083,727,1,22914,746,0,26602,92,Home,5.28,Unsecured,No,4,6,0.85,1
643,Female,48,Single,2,Graduate,Unemployed,Salaried,Own,Rural,125165,2000,748,2,27814,7905,0,33650,61,Education,6.31,Secured,Yes,6,6,0.91,0
644,Female,38,Married,3,High School,Self-Employed,Salaried,Rent,Urban,145565,4621,758,1,30772,12622,0,24989,101,Home,10.37,Secured,No,6,8,0.83,1
645,Male,29,Single,3,High School,Employed,Freelancer,Own,Suburban,129460,1831,723,0,41615,11945,0,22111,107,Vehicle,13.15,Unsecured,No,5,19,0.89,1
646,Male,19,Married,1,Postgraduate,Self-Employed,Professional,Own,Urban,44856,3260,301,2,13027,10427,1,6361,207,Vehicle,4.4,Secured,No,9,21,0.85,0
647,Female,31,Married,2,High School,Employed,Salaried,Rent,Urban,55183,792,774,0,45301,13205,0,20000,118,Vehicle,5.66,Unsecured,No,8,23,0.28,0
648,Male,47,Married,1,Graduate,Employed,Business,Own,Suburban,81637,4442,737,2,25209,13242,0,20596,227,Education,5.83,Secured,No,3,24,0.57,1
649,Male,48,Married,2,Postgraduate,Employed,Professional,Own,Suburban,42215,4042,575,0,6822,17540,0,12983,155,Home,6.57,Unsecured,Yes,2,14,0.67,0
650,Female,42,Married,0,High School,Self-Employed,Professional,Rent,Rural,86545,507,789,1,7046,18401,0,21954,227,Vehicle,8.75,Unsecured,No,8,25,0.84,1
651,Male,40,Single,2,High School,Unemployed,Salaried,Own,Suburban,116694,2472,833,0,11681,17352,0,25115,211,Home,8.43,Secured,Yes,1,14,0.49,1
652,Female,46,Married,1,Graduate,Employed,Freelancer,Other,Urban,88706,2690,775,1,41397,5194,0,24018,87,Home,4.04,Unsecured,No,7,10,0.0,1
653,Male,29,Single,2,Graduate,Unemployed,Salaried,Own,Urban,110506,3308,843,1,11830,5050,0,27141,74,Home,14.64,Unsecured,Yes,1,19,0.59,1
654,Male,69,Single,0,Postgraduate,Employed,Salaried,Rent,Urban,28115,1888,545,1,6974,29253,0,7639,209,Personal,4.6,Unsecured,No,3,6,0.06,0
655,Female,36,Single,3,High School,Employed,Professional,Own,Suburban,66037,2730,835,0,48147,10283,0,20000,63,Personal,10.33,Unsecured,Yes,7,5,0.96,1
656,Male,37,Married,1,Graduate,Self-Employed,Salaried,Own,Rural,142193,2580,830,0,24120,19763,0,27681,206,Personal,10.24,Unsecured,No,6,17,0.18,1
657,Male,32,Married,0,Postgraduate,Unemployed,Salaried,Rent,Urban,132087,2569,795,0,25912,8195,0,30306,217,Personal,7.72,Secured,No,4,9,0.88,1
658,Female,38,Married,0,Graduate,Unemployed,Professional,Rent,Urban,86820,4507,792,1,30228,28040,1,20468,213,Home,8.97,Unsecured,No,2,20,0.14,1
659,Male,48,Married,0,High School,Self-Employed,Salaried,Own,Urban,74291,2155,730,1,48308,14952,0,20708,131,Home,10.4,Unsecured,Yes,9,28,0.83,1
660,Male,29,Married,1,Postgraduate,Employed,Professional,Own,Urban,87146,4356,793,2,28151,25064,0,21191,113,Vehicle,12.88,Unsecured,Yes,8,24,0.84,1
661,Female,28,Single,3,Postgraduate,Unemployed,Professional,Own,Suburban,102084,3141,700,1,2928,18111,0,23390,114,Home,9.07,Unsecured,No,2,21,0.11,1
